Team,Final Score,adjust Points,auto Ownership Points,auto Points,auto Quest Ranking Point,auto Run Points,auto Scale Ownership Sec,auto Switch At Zero,auto Switch Ownership Sec,endgame Points,face The Boss Ranking Point,foul Count,foul Points,rp,tech Foul Count,teleop Ownership Points,teleop Points,teleop Scale Boost Sec,teleop Scale Force Sec,teleop Scale Ownership Sec,teleop Switch Boost Sec,teleop Switch Force Sec,teleop Switch Ownership Sec,total Points,vault Boost Played,vault Boost Total,vault Force Played,vault Force Total,vault Levitate Played,vault Levitate Total,vault Points
1248,102.6522569787,0,2.0824214897,6.8102869493,0.1403410199,4.7278654596,-0.8319296184,0.2114755843,1.8731403633,30.2763946737,0.1603683612,-0.3527076529,-11.2283054222,0.8169737941,-0.2273048453,69.7804835674,107.0695772569,-0.1511620181,-0.5450942881,33.7221357473,1.8694178445,-0.5265952073,34.3400919938,102.6522569787,0.1711575681,0.1381054526,-0.2042113937,0.0856938486,1.2610491323,1.178740502,7.0126990158
1250,123.3371519257,0,8.2062604011,14.2473493216,0.4281701829,6.0410889205,1.4534747124,0.3248358605,2.6496554882,15.0166523723,0.016774818,0.560137998,8.1556217128,1.0402313672,0.1677880862,76.5682656946,100.9284606833,1.6330007452,0.632043632,37.297921796,-0.6398223459,1.4371044133,38.2771654994,123.3371519257,0.2263282184,0.6124524342,0.2680183093,0.1817226357,1.1251528905,1.0745334534,9.3435426165
1251,95.4996973688,0,1.3899355289,6.5739146519,0.1250249472,5.183979123,1.3632945088,0.050446775,-0.6683267443,16.3628248747,0.0124618028,0.6876151811,2.7253349864,0.6051905139,-0.1196659533,62.1539020343,86.2044410586,2.7441618634,-0.2865520883,35.9766694977,0.398928608,0.9667973121,23.0341420653,95.4996973688,0.4495080396,0.7130666252,0.0113013606,0.0915519179,0.5286790475,0.7329242868,7.6877141496
1254,74.5681956713,0,-0.048364431,4.2292463227,0.0118771739,4.2776107537,-0.3766511612,0.0472342001,0.3524689457,14.3834634337,-0.0064110936,0.3920614688,8.7571053345,0.3770302406,-0.0873941948,39.8863977094,61.6647048547,0.4001922856,-0.2228732734,9.6525522117,2.3143087332,0.9595307846,27.5193444788,74.5681956713,0.3241724294,0.4109185745,0.1595998504,0.1294181522,0.8032775189,0.9386320156,7.3948437117
1255,24.3855791973,0,2.6871055472,7.9231838368,0.101277301,5.2360782896,0.0200020674,0.2662406402,1.3235507062,0.192218616,0.0068816217,-0.1846306438,19.1306263098,0.6039377553,0.0422561307,-2.6410281784,-2.668840791,-1.2675339287,0.1041179885,-7.0639509188,-2.242149137,1.8426455639,7.9326058062,24.3855791973,-0.7295566434,-0.3685654591,0.1080655344,-0.0435029685,-0.1416527326,0.3680621819,-0.2200312286
1257,133.4327269378,0,6.6324231425,11.1308811034,0.2306317969,4.4984579609,0.9020925753,0.3122205442,2.4141189959,15.6647893706,0.0283643875,-0.189882955,8.625265175,0.8404937039,0.1051494515,85.4271923793,113.6770911989,1.6924356206,2.7591855774,35.4263022297,3.3437472276,3.2862719575,44.9647073013,133.4327269378,0.6804758728,0.6637914635,0.9401073967,0.9151107782,0.9925729183,0.9381196482,12.5851094491
1258,83.3913308424,0,3.6269612696,8.766138818,0.2688879002,5.1391775483,0.1568370215,0.2753243493,1.6566436133,12.4831560072,-0.014309147,0.5284728095,1.6681310843,0.5559989119,0.0641095293,47.142653635,72.9528132145,0.8311179402,3.1033718143,13.4597532156,1.9520535224,0.7224967612,30.8997289569,83.3913308424,0.4578543272,0.7074535881,0.7673436537,0.9520721811,1.0146962635,1.0058749453,13.3270035723
1259,164.1940338803,0,6.3287233863,11.2834580908,0.2906729986,4.9547347045,0.0708159525,0.4668693956,3.0935457407,31.9829841867,0.1992606052,0.2996218442,6.3822039011,1.5895877576,-0.1246560376,105.6815565981,146.5801316064,3.7075753545,-0.7459927952,55.809667894,1.5263758876,-2.0180411762,44.6379374619,164.1940338803,0.9098135004,0.9426182783,-0.2557826225,-0.0558418042,0.8928669762,0.8963416902,8.9155908217
1261,100.6829954282,0,3.1552693442,8.3979797456,0.3337837484,5.2427104015,-0.1382466976,0.3954515006,1.7158813697,12.5326764881,-0.0017181514,0.3473735873,9.9606727988,0.8873375222,0.1409317141,63.2122228309,82.3231485052,1.1183774228,0.3381291713,28.5853059517,0.4778129193,0.6345861251,33.0307265371,100.6829954282,0.2297577773,0.2902996248,0.1331818775,0.3681269056,0.7541837106,0.6572233068,6.5782491862
1262,156.2661148555,0,8.516726418,13.7087392079,0.3883823298,5.1920127899,0.5852757748,0.4810504682,3.6730874342,34.1684566238,0.2409255371,0.1048738748,4.2789427108,1.3585373337,0.0350374698,91.0939895439,138.2634914884,1.6025779957,1.7004191957,42.1211997828,1.3933061954,1.3595218046,45.9769055701,156.2661148555,0.7346023364,0.7753536044,0.450796954,0.6245055412,1.2329795653,1.2003499186,13.0010453207
1266,89.497528824,0,5.4904253027,10.0479008319,0.1655255839,4.5574755292,0.0351563982,0.3158193806,2.7100562532,6.0741643478,-0.0373820449,0.5003130293,4.4261053688,0.4018372312,0.4506257428,59.7507296499,75.0185459408,1.8118527921,1.766866626,23.9524793996,1.84330242,1.4103062212,32.1430950382,89.497528824,0.4597427107,0.3511172714,0.4765521507,0.4027959675,0.8686621703,1.0848171497,9.1936519432
1277,57.3438845812,0,1.4123222377,3.6186529673,-0.0516077789,2.2063307296,0.3432574068,0.0985754424,0.3629037121,13.021968791,-0.0021317477,0.8929169787,-0.9590405138,0.0402278102,-0.0852659208,35.3243098704,54.6805876502,0.3176645348,-0.0630598542,20.1323045334,1.0680589851,0.8152786786,13.8062818171,57.3438845812,0.3101007831,0.3878887909,0.0807217022,0.0514098167,0.8349978474,0.8275631902,6.3343089888
1279,115.3070911767,0,4.1163445156,8.5582181574,0.0857374518,4.4418736418,0.4264133121,0.2072479818,1.6317589457,16.2867425548,-0.0501897258,-0.0846505962,6.4076941816,0.260845483,0.1161442413,68.7367224206,100.3417303928,0.6541513503,3.0856947545,10.5441229167,3.3175790784,1.1703233486,54.2208690752,115.3070911767,0.6390159254,0.9379198764,0.7475234616,0.9437015014,1.2620647776,1.1820317056,15.3182654174
1280,72.0075372032,0,1.1437067943,5.3384198876,0.1016523212,4.1947130933,-0.7195247544,0.1012386913,1.2913781516,10.8865569016,0.0150046166,0.5191945596,6.6777467101,0.3316361416,0.0944495309,42.0523479609,59.9944708122,0.029067322,1.9723643025,9.2560079457,1.8640674784,1.8453610217,30.9032052148,72.0075372032,0.2314710359,0.4388791587,0.4750265033,0.2829715973,0.6541208936,0.689262434,7.0555659497
1285,141.6996216348,0,12.8878858895,17.5783020448,0.324012564,4.6904161553,0.9050063845,0.4633918012,5.5389365602,20.7706180187,-0.046717862,0.1659796775,1.9736558283,1.0210288441,0.1232259458,94.146279494,122.142977692,1.391592035,-0.007236519,44.8531384415,0.5914352548,0.5122410572,47.3101137627,141.6996216348,0.5415191159,0.4946459982,0.1360427586,0.0985332655,0.7682248112,0.8520367722,7.2260801793
1287,102.7070954507,0,-1.153180866,1.4992145297,-0.1772866549,2.6523953957,-0.3333243952,-0.0433864616,-0.2432660378,18.6737959607,-0.0045973916,0.1449657594,-4.2833404147,0.3022484658,0.3246876764,72.2386594411,105.4890278677,2.9070713291,1.8948709904,25.1532578005,1.9662282287,-0.1247033871,42.2121020828,102.7070954507,0.920694746,0.9562272346,0.3598353827,0.55545597,1.1781066144,1.4036312886,14.5765724659
1288,46.9403869478,0,-0.1902479033,2.6183952185,-0.1396882942,2.8086431219,0.0438909044,-0.0539755644,-0.1390148561,13.0531684305,0.0062308902,0.3032131022,-1.739204371,0.0139516415,-0.0786835103,25.2883392042,46.0550899055,-1.1714192963,1.6075382492,-4.0730974641,0.4541036351,0.569432409,30.0787523294,46.9403869478,0.2344717641,0.3345616867,0.3784104916,0.4234445584,0.8209529471,0.7847102091,7.7135822708
1289,81.1380670313,0,1.5521955511,6.5197588717,0.1938705716,4.9675633206,-0.2280352359,0.1182936104,1.0041330115,20.8581438755,-0.01852826,0.0839448472,2.9835724424,0.3412634381,-0.0883989096,47.2326485551,71.6333267584,0.3111317433,-1.0577499229,5.3102658819,0.8461136177,-1.0973235614,40.7651373122,81.1380670313,0.2703617086,0.2486041098,-0.3271238659,-0.3658423686,0.7269936905,0.8257451243,3.5425343278
